TERYT;DZ_IDENT;GR_WL_OP;je_nr;obr_nazwa;nr;id;pow_ewid;pow_graf;aktualnosc;id_iip;tz;dzk_ident;counter;uchwalenie;data_uchwa;ogloszenie;data_duwm;data_obowi;www;przystapie;data_przys;prowadzacy;wykonanie;uchwala_od;id_pg;oznaczenie;rodzaj_ozn;gdb_id;opis_oznac;nazwa_mpzp;nazwa;data_uchwa_1;uchwalenie_1;ogloszenie_1;data_duwm_1;data_obowi_1;www_1;id_pg_1;je_nr_1;obr_nazwa_1;nr_1;id_1;pow_ewid_1;pow_graf_1;aktualnosc_1;id_iip_1;tz_1;dzk_ident_1;counter_1;oznaczenie_1;rodzaj_ozn_1;nazwa_mpzp_1;gdb_id_1;opis_oznac_1;je_nazwa;je_nazwa_1
126102_9;126102_9.0011.770;Gmina Kraków - współwłasność;1261029;K-11;770;66850324;45.0;42.19435;1704153600000;4D2E537B-4ED6-455C-AB3C-40A29A95E3D2;0 - nie;126102_9.0011.770;4;C/2709/22;1669161600000;2022.7952;1669939200000;1671235200000;http://www.bip.krakow.pl/?dok_id=99550;;;;;;17884;KDZ.1;KDZ;0D93C18B42CB0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy zbiorczej;PIASTOWSKA II;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0011.426;Gmina Kraków - współwłasność;1261029;K-11;426;63326244;24141.0;24095.43419998;1704153600000;54C15C5B-7CB2-42BA-8479-F8194C8B389E;0 - nie;126102_9.0011.426;2;XXI/234/11;1309910400000;Nr 384 poz. 3387;1312416000000;1315094400000;http://www.bip.krakow.pl/?dok_id=46457&ampsub_dok_id=46457;;;;;;3862;ZL.19;ZL;0D93C18B3E9D0AA5E0630D0A1EAC4A6E;Tereny zieleni - lasy (ZL.1  ZL.2  ZL.3  ZL.4  ZL.5  ZL.6  ZL.7  ZL.8  ZL.9  ZL.10  ZL.11  ZL.12  ZL.13  ZL.14  ZL.15  ZL.16  ZL.17  ZL.18  ZL.19);;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0011.615;Gmina Kraków - współwłasność;1261029;K-11;615;63328624;12669.0;12669.36795001;1704153600000;4FCAA8DA-1A54-41EF-AEEA-1064A83E8636;0 - nie;126102_9.0011.615;2;XXI/234/11;1309910400000;Nr 384 poz. 3387;1312416000000;1315094400000;http://www.bip.krakow.pl/?dok_id=46457&ampsub_dok_id=46457;;;;;;3754;R.3;R;0D93C18B49650AA5E0630D0A1EAC4A6E;Tereny rolnicze (R.1  R.2  R.3  R.4  R.5  R.6  R.7  R.8  R.9  R.10  R.11  R.12  R.13  R.14  R.15);;;1309910400000;XXI/234/11;Nr 384 poz. 3387;1312416000000;1315094400000;http://www.bip.krakow.pl/?dok_id=46457&ampsub_dok_id=46457;3881;1261029;K-16;14/2;67150656;2966.0;2887.67000001;1704153600000;40A51A97-E755-4203-9DB6-64D3306A4AE8;0 - nie;126102_9.0016.14/2;5;KDW.7;KDW;;0D93C18B3E8B0AA5E0630D0A1EAC4A6E;;Krowodrza;Krowodrza
126102_9;126102_9.0011.630;Gmina Kraków - współwłasność;1261029;K-11;630;63324594;527.0;527.24329999;1704153600000;1E9AA59E-730F-4788-9CDE-82EEC0F17156;0 - nie;126102_9.0011.630;2;XLIX/1345/20;1606867200000;poz. 8089;1607558400000;1608854400000;https://www.bip.krakow.pl/?dok_id=135708;;;;;;14732;MN.10;MN;0D93C18B32D30AA5E0630D0A1EAC4A6E;Teren zabudowy mieszkaniowej jednorodzinnej (MN.1-MN.28);WOLA JUSTOWSKA - HAMERNIA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0011.362;Gmina Kraków - współwłasność;1261029;K-11;362;63326575;2093.0;2090.85684999;1704153600000;135954F4-E32C-4C0E-8DF3-37F398A7122C;0 - nie;126102_9.0011.362;2;C/2709/22;1669161600000;2022.7952;1669939200000;1671235200000;http://www.bip.krakow.pl/?dok_id=99550;;;;;;17898;MNos.4;MNos;0D93C18B42E30AA5E0630D0A1EAC4A6E;;PIASTOWSKA II;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0014.406;Gmina Kraków - współwłasność;1261029;K-14;406;63215986;899.0;899.14105;1704153600000;C568C1C3-8CDF-4268-A98C-9DC9C7F1E3D5;0 - nie;126102_9.0014.406;2;LX/777/08;1229472000000;Nr 7;1231977600000;1234656000000;http://www.bip.krakow.pl/index.php?sub_dok_id=24064&ampdok_id=24064;;;;;;1453;MZ;MZ;0D93C18B57970AA5E0630D0A1EAC4A6E;Teren Zamieszkania Zbiorowego;CRACOVIA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0014.538;Gmina Kraków - współwłasność;1261029;K-14;538;65209259;105.0;104.76165924;1704153600000;AA4CD72F-5EF3-B917-E053-B80B10ACCFA0;0 - nie;126102_9.0014.538;2;CXXIV/3376/23;1701820800000;poz. 8825;1702512000000;1703808000000;https://www.bip.krakow.pl/?dok_id=184080;;;;;;18879;KDZT.2;KDZT;0D93C18B57C70AA5E0630D0A1EAC4A6E;Teren drogi publicznej klasy zbiorczej z wydzielonym torowiskiem tramwajowym;;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0021.362;Gmina Kraków - współwłasność;1261029;K-21;362;65531080;1795.0;1811.58699998;1704153600000;CCDECA9A-0905-4C1C-9E2B-DF0A5399D86A;0 - nie;126102_9.0021.362;2;LXXVI/2137/22;1641945600000;2022.645;1642982400000;1644278400000;https://www.bip.krakow.pl/?dok_id=149001;;;;;;16359;MN.18;MN;0D93C18B40360AA5E0630D0A1EAC4A6E;Tereny zabudowy mieszkaniowej jednorodzinnej;BIELANY;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0017.299;Gmina Kraków - współwłasność;1261029;K-17;299;63319157;850.0;966.65665;1704153600000;9E795DB8-D6A6-43C9-9818-73DE8EB8074F;0 - nie;126102_9.0017.299;2;LXXXVII/1132/09;1259712000000;Nr 772  poz. 6024;1260489600000;1263168000000;http://www.bip.krakow.pl/?dok_id=27045&ampsub_dok_id=27045;;;;;;2212;3KDX;KDX;0D93C18B3D720AA5E0630D0A1EAC4A6E;;;;;;;;;;;1261029;K-17;338/1;64139597;68.0;68.41470001;1704153600000;ACA8444D-D4F5-ED2B-E053-B80B10AC3194;0 - nie;126102_9.0017.338/1;2;;;;;;Krowodrza;Krowodrza
126102_9;126102_9.0029.863;Gmina Kraków - współwłasność;1261029;K-29;863;66867409;200.0;200.00765;1704153600000;0F54B4AF-CCFC-4FFB-8463-D279B54C112D;0 - nie;126102_9.0029.863;2;LXXXVII/1131/09;1259712000000;Nr 767  poz. 5982;1260489600000;1263168000000;http://www.bip.krakow.pl/?dok_id=27046&ampsub_dok_id=27046;;;;;;2090;16 MN;MN;0D93C18B4E1D0AA5E0630D0A1EAC4A6E;1 MN DO 17 MN - Tereny zabudowy mieszkaniowej jednorodzinnej;WITKOWICE;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0032.310;Gmina Kraków - współwłasność;1261029;K-32;310;65311817;1075.0;1074.87505003;1704153600000;40FCB4C6-F645-4089-84BD-C1ACACE1A950;0 - nie;126102_9.0032.310;2;XCII/2414/18;1515542400000;poz. 748;1516752000000;1518048000000;http://www.bip.krakow.pl/?dok_id=94638;;;;;;10319;KDD.7;KDD;0D93C18B213F0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej (KDD.1-KDD.12);TONIE-WSCHÓD;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0032.316;Gmina Kraków - współwłasność;1261029;K-32;316;65312199;1621.0;1619.25304996;1704153600000;BBAE0C4E-45DB-41E0-8275-B4B8FFF2F9D3;0 - nie;126102_9.0032.316;2;XCII/2414/18;1515542400000;poz. 748;1516752000000;1518048000000;http://www.bip.krakow.pl/?dok_id=94638;;;;;;10336;KDD.12;KDD;0D93C18B214C0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej (KDD.1-KDD.12);TONIE-WSCHÓD;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
